identifier,New Index,Record Index,origin_url,title,Date,Cartoonists,Publisher,Page no,description,Authorities
NOT-ATL-27,323,,,[Essential building block],06/03/2011,"Bromhead, Peter",New Zealand herald (Newspaper),NZH 54,"A three frame panel, featuring a man with a box for donations. He says: ""This is the essential building block needed to reconstruct Christchurch... As yo ucan see, it's rectanble, hollow with a narrow slit on top... To take your generous donation... Thank you!""",Charities (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Public buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject authority) # Disaster relief (subject_authority)
NOT-ATL-28,324,,,[Rock for sale],12/03/2011,"Darroch, Bob",Timaru herald (Newspaper),TH 10,"Shows two boys about to push a large boulder down onto a house. The text reads ""The kids said they saw where a rock solf for more than our whole house is worth - and they said they'll see if they can beat it. They didn't say how"". Refers to a 30-tonne boulder which crashed through a Christchurch house following the earthquake of February 22 2011. The rock was auctioned on Trade Me and fetched over $50,000. ",
NOT-ATL-29,325,,,[Christchurch economy glue],27/03/2011,"Bromhead, Peter",New Zealand herald (Newspaper),NZH 56,Shows a figure labelled Auckland tapping the shoulder of John Key who is trying to repair Christchurch with 'economy glue'. Refers to the Government funds required to help with the Christchurch rebuild.,Public buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject authority) # Government aid (subject_authority) # Fiscal policy (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
NOT-ATL-31,326,,,[Gerry Brownlee],05/03/2011,"Scott, Thomas",Dominion post (Newspaper),DP A26,"Shows Gerry Brownlee holding a mallet and standing next to a wrecking ball. He says ""Right. Let's get cracking and finish what nature intended..."" At bottom left a voice says ""Ahem, can we grieve and take stock a little, first, Gerry?"" Refers to contentious statements allegedly made by Gerry Brownlee with regards to demolishing quake-damaged buildings in Christchurch. ","Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Lost architecture (subject_authority)"
DCDL-0019708,327,,,[Leaky buildings],09/12/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 15; TH 7,Under the heading 'leaky buildings' a number of people react in fright. They look away from the leaky building elephant and instead point out buildings and structures that are a quake risk or that look shaky. ,Earthquake resistant design (subject_authority) # Leaky buildings # Buildings - Earthquake effects (subject_authority)
NOT-ATL-30,328,,,['My home town...'],28/02/2011,"Hodgson, Trace",Dominion post (Newspaper); Nelson mail (Newspaper),DP B4; NM 9,Shows two hands reaching towards each other. Also includes a poem beginning and ending: 'My home town has been devastated by a disaster like no other... Our past is in pieces on the ground but now that we have found each other we can honour the dead and together look to the future.',Courage (subject_authority) # Resilience (Personality trait) # Communities (subject_authority)
NOT-ATL-32,329,,,[English and coffers],08/03/2011,"Scott, Thomas",Dominion post (Newspaper),DP B4,"Shows Finance Minister Bill English walking towards a vault behind which can be seen a smoking crater. English says ""The coffers withstood the first quake, I'm curious to know how they fared this time..."" Refers to the economic impact of the 22 February earthquake in Christchurch and to that of the earlier quake in September 2010.","English, Simon William (Hon), 1961- (name_authority) # Fiscal policy (subject_authority) # Government aid (subject_authority)"
NOT-ATL-33,330,,,[earthquake devastation],09/03/2011,"Scott, Thomas",Dominion post (Newspaper),DP B6,"A man stands at a lectern pointing to a map of Christchurch and Banks Peninsular. He says ""The circles are districts devastated by nature. The triangles are areas flattened by Gerry Brownlee."" ","Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Earthquake damage (subject_authority) # Buildings - Earthquake effects (subject_authority) # Lost architecture (subject_authority)"
NOT-ATL-34,331,,,[AMI Stadium red-carded],17/03/2011,"Scott, Thomas",Dominion post (Newspaper),DP B4,"Under the heading 'AMI Stadium red-carded, it shows an engineer holding up a card as a dejected rugby player walks off. Use a play on red cards and red-stickers to refers to the announcement that no Rugby World Cup matches will be held in Christchurch after AMI stadium suffered extensive damage in the February 22 earthquake. ","World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Stadiums - Earthquake effects (subject_authority) # AMI Stadium (Christchurch, N.Z.) (name_authority)"
DCDL-0018059,332,,,[His flight was going to Christchurch!],14/06/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 8; TH 7 ,The cartoon shows a large crowd of people stranded in an airport because planes have been grounded by the volcanic eruption in Chile. Most of the people look glum but one man is smiling hugely because 'his flight was going to Christchurch'. Context - Beginning on the 6th of June the Puyehue-Cordon Caulle volcano has been erupting for more than a week. Context also includes two large aftershocks in Christchurch on 13 June 2011. ,Earthquake aftershocks (subject_authority)
NOT-ATL-37,333,,,[The nation's liquidity],04/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME ?,A man labelled 'The Nation's Liquidity' sinks into a pit caused by liquefaction. The pit is labelled 'The bottomless economic liquefaction pit'. Refers to the economic impact of the Christchurch earthquake on the cost to repair the city. ,Soil liquefaction (subject_authority) # Business - Earthquake effects (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
NOT-ATL-41,334,,,[New Zealand's wallet hit with powerful aftershock of $8.5b],13/04/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 7,Under the heading 'New Zealand's wallet hit with personal aftershock of $8.5b' shows a wallet with only IOUs looking worried with faced with the 'Christchurch rebuild'. Refers to the cost of earthquake repairs on the damaged infrastructure of Christchurch.,Earthquake aftershocks (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
NOT-ATL-46,335,,,[Christchurch suburbs],22/06/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"John Key contemplates a line-up of Christchurch suburbs, one of whom comments ""This is like a celebrity chef competition..."" Refers to decisions being made around which houses and areas to repair and which to demolish with land reports released in Christchurch.","Key, John Phillip (Rt Hon), 1961- (name_authority) # City planning - New Zealand - Canterbury Region (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)"
NOT-ATL-48,336,,,[Deja vu],14/06/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"Shows a brick structure labelled Christchurch shaking and crumbling, while asking ""How much more deja vu can I take?"" Refers to the aftershocks in June 2011 and the anxiety of people in Christchurch.",Earthquake aftershocks (subject_authority) # Disasters - Psychological aspects (subject_authority) # Disasters - Psychological aspects (subject_authority) # Buildings - Earthquake effects (subject_authority)
NOT-ATL-35,337,,,[Between a rock and a hard place],08/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"Shows Gerry Brownlee caught 'Between a rock and a hard place', represented by 'heritage buildings' and 'rebuilding an earthquake-proof Christchurch'. Refers to conflicting demands from heritage advocates and those wanting tighter building regulations for earthquake safety.","Lost architecture (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority)"
NOT-ATL-36,338,,,[Christchurch lost the World Cup],17/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"Shows a hand giving the thumbs down signal with someone saying ""Sorry, Christchurch you've lost the World Cup"" while another hand gives the thumbs up and says ""Hey... but let's keep it in the South Island please!"" Refers to the decision to move Rugby World Cup matches out of Christchurch following damage to the city and stadium.",Stadiums - Earthquake effects (subject_authority) # World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority)
NOT-ATL-43,339,,,[The aftershocks continue],29/06/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"Under the heading 'The aftershocks continue', shows a man representing New Zealand reacting surprised as he reads a paper headed 'New Insurance Rates'. Refers to increased insurance premiums as a measure to cover the cost of the Canterbury earthquakes.",Earthquake aftershocks (subject_authority) # Earthquake insurance claims (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
NOT-ATL-47,340,,,[Christchurch travellers],15/06/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 8,"Shows a man labelled Christchurch visiting a travel agent with a sign 'travel the world'. The man says ""Actually, where we have in mind is another planet..."" Refers to the June aftershock which left many Christchurch residents wanting a 'break'. ",Disasters - Psychological aspects (subject_authority)
NOT-ATL-38,341,,,[The morale booster],18/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 7,Shows a man representing New Zealand standing on a pile of rubble with a spade. He reaches out a hand to the British crown. Refers to the visit to Christchurch by Prince William. ,Royal visitors (subject_authority) # Earthquake damage (subject_authority)
NOT-ATL-44,342,,,[What have you got in mind for us?],28/06/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"Shows Prime Minister John Key contemplating the Taj Mahal while man representing 'Chch red zone' asks ""While you're contemplating this building treasure, what have you got in mind for us?"" Refers to the still unknown plans for the rebuild of central Christchurch, especially the red zone, and links it to Key's 3-day visit to India. ","Key, John Phillip (Rt Hon), 1961- (name_authority) # Buildings - Earthquake effects (subject_authority) # Lost architecture (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority)"
NOT-ATL-63,343,,,[Christchurch's Patience],23/03/2011,"Moreu, Michael",Nelson mail (Newspaper),NM 9,"Shows a large hourglass with Gerry Brownlee in the top half, labelled 'Chch's patience'. Brownlee says ""I have a new appreciation for the way subsidence and liquefaction are affecting Cantabrians"". Suggests that those impacted by the earthquakes are losing patience, probably with the recovery and rebuild challenges.","Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Disasters - Psychological aspects (subject_authority) # Patience (subject_authority)"
NOT-ATL-39,344,,,[A full moon],21/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 7,"Shows Ken Ring (the so-called 'Moon Man'). A large moon says ""A full moon was once seen as very romantic - not something to be afraid of..."" Ring replies ""Another head case screwed up by charlatans."" Refers to fears held following predictions by Moon that there would be another large earthquake. The fear was most pervasive in Christchurch. ","Ring, Ken, 194?- (name_authority) # Earthquake prediction (subject_authority)"
NOT-ATL-40,345,,,[The bail-out man],08/04/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 8,Shows Prime Minister John Key balancing a bucket labelled 'AMI insurance' on his head and carrying buckets labelled 'South Canterbury Finance' and 'Chch' and heading towards a sign pointed 'going south'. Refers to those two financial failures and the costs of the Christchurch earthquakes.,"Key, John Phillip (Rt Hon), 1961- (name_authority) # AMI Insurance (name_authority) # Savings and loan association failures (subject_authority) # Finance companies (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)"
